person_id,name_or_handle,known_name,x_handle,source_origin,source_detail,known_affiliation,mentioned_in_podcast_synthesis,mentioned_in_twitter,twitter_mention_count,twitter_retweet_count,associated_orgs_projects,associated_topics,associated_tools_protocols,possible_role,bridge_signal,reviewer_candidate,guest_candidate,person_node_caution,public_use_status,review_status,notes
P00447,'@ResearchHubF,ResearchHub Foundation,'@ResearchHubF,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00448,'@slatestarcodex,Scott Alexander,'@slatestarcodex,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00449,'@Web3foundation,Web3 Foundation,'@Web3foundation,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00450,'@doctorow,Cory Doctorow NO LONGER ON TWIT TER,'@doctorow,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00451,'@gospelofchange,"Papa Pita wasJeremy (🍄,🃏)",'@gospelofchange,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00452,'@nethan_eth,nethan.eth 🧉,'@nethan_eth,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00453,'@Solofunk,Patryk,'@Solofunk,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00454,'@jinglejamOP,Optimist Prime,'@jinglejamOP,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00455,'@vocdoni,Vocdoni 🗳️ Secure digital voting,'@vocdoni,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00456,'@mpg_dd,Tara Merk,'@mpg_dd,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00457,'@OrnellaWeb3,OrnΞllaWeb3,'@OrnellaWeb3,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00458,'@Dylan_Steck,dylan,'@Dylan_Steck,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00459,'@JBSDC,Justin Slaughter,'@JBSDC,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00460,'@andrewkuznet,Andrew Kuznetsov,'@andrewkuznet,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00461,'@StoryProtocol,Story,'@StoryProtocol,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00462,'@404GRDN,literally the actual Errorgardener,'@404GRDN,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00463,'@FourthWorldSys,Richard Gaskin,'@FourthWorldSys,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00464,'@ETHPanda_Org,ETHPanda,'@ETHPanda_Org,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00465,'@Sostento,Sostento,'@Sostento,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00466,'@ThewizardofPOS,Marissa Posner,'@ThewizardofPOS,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00467,'@yoavw,yoav.eth,'@yoavw,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00468,'@Zuzalu_city,Zuzalu Software (Zuzalu.city),'@Zuzalu_city,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00469,'@maearthstudio,Ma Earth,'@maearthstudio,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00470,'@Toluajet,Toluajet,'@Toluajet,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00471,'@MilkMoney64209,Ben Birkholm,'@MilkMoney64209,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00472,'@hatsprotocol,Hats Protocol 🧢🎩👒,'@hatsprotocol,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00473,'@squidrouter,squid,'@squidrouter,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00474,'@Zac_Aztec,Zatoshi,'@Zac_Aztec,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00475,'@ReFi_Italia,ReFi Italia 🇮🇹 🌳,'@ReFi_Italia,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00476,'@Refi_Med,ReFi Mediterranean,'@Refi_Med,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00477,'@IoachimViju,ioachim viju,'@IoachimViju,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00478,'@molecule_dao,Molecule,'@molecule_dao,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00479,'@OmniacsDAO,OmniacsDAO,'@OmniacsDAO,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00480,'@IvieSatijn,Ivie,'@IvieSatijn,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00481,'@wydeorg,Wyoming Decentralized Exchange®,'@wydeorg,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00482,'@gajesh,Gajesh,'@gajesh,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00483,'@beaconlabs_io,Beacon Labs,'@beaconlabs_io,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00484,'@ib1gymnast,Evan 🦇🔊,'@ib1gymnast,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00485,'@OptimismFractal,Optimism Fractal,'@OptimismFractal,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00486,'@N_FT2021,"F太郎 / F-TARO (🌳,🌳)",'@N_FT2021,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00487,'@ManInBlackie,Blackie.hl,'@ManInBlackie,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00488,'@alex_prompter,Alex Prompter,'@alex_prompter,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00489,'@_Lonis_,Lonis,'@_Lonis_,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
